Hour Ending,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
10/22/2017 12:00,10346.48598,1216.983514,2246.825518,694.808852,11114.10512,4042.858501,6106.781496,989.68001,36758.52899
10/22/2017 13:00,10546.93676,1288.487332,2270.857552,692.739442,11418.33424,4172.958497,6332.362794,1011.103359,37733.77997
10/22/2017 14:00,10841.07505,1323.801835,2292.432859,692.075949,11679.66966,4242.218177,6545.292131,1054.559937,38671.1256
10/22/2017 15:00,11108.56031,1355.678613,2322.628355,704.230429,11844.47928,4295.824518,6730.214848,1083.502743,39445.1191
10/22/2017 16:00,11289.90483,1372.589696,2340.583617,716.824672,11933.75101,4211.617239,6844.327068,1104.968612,39814.56675
10/22/2017 17:00,11345.0849,1357.612519,2355.325211,719.318324,11870.65027,3984.016315,6815.919655,1118.815622,39566.74281
10/22/2017 18:00,11190.71942,1337.612163,2339.453029,714.882591,11702.64707,3793.890439,6642.94826,1108.489685,38830.64266
10/22/2017 19:00,11342.35363,1367.351199,2347.298388,730.253037,11864.12829,3785.568232,6635.91525,1108.086432,39180.95446
10/22/2017 20:00,11120.32712,1330.598185,2344.358639,712.940621,11490.57336,3681.264302,6402.424334,1078.501041,38160.9876
10/22/2017 21:00,10710.56587,1256.576103,2307.804892,683.692379,10875.35472,3509.356932,6006.521752,1021.56699,36371.43964
10/22/2017 22:00,10014.95713,1156.887964,2240.020871,636.588701,9942.354921,3256.374728,5434.558094,964.435208,33646.17762
10/22/2017 23:00,9222.98119,1064.464805,2172.118284,593.181844,8920.342718,2955.439389,4856.467869,992.710705,30777.7068
10/23/2017 0:00,8749.983047,994.959704,2165.609644,562.901435,8196.390019,2719.391788,4424.14634,953.137188,28766.51917
10/23/2017 1:00,8454.089107,956.153717,2151.223203,547.120172,7841.999655,2569.368505,4176.952709,928.731971,27625.63904
10/23/2017 2:00,8305.593117,937.969123,2129.400922,543.407389,7654.404606,2458.996322,4037.552704,914.168417,26981.4926
10/23/2017 3:00,8289.868815,932.411474,2118.944597,545.555659,7636.493887,2392.064385,3992.544897,900.942703,26808.82642
10/23/2017 4:00,8454.961641,957.57508,2116.846822,555.461807,7891.011842,2380.505329,4040.042477,901.933382,27298.33838
10/23/2017 5:00,8984.331923,1031.839872,2145.245558,594.932195,8626.930939,2506.783937,4397.159948,931.615797,29218.84017
10/23/2017 6:00,9766.522831,1169.365404,2234.249497,655.632197,9945.492791,2775.089166,5058.879528,1015.088004,32620.31942
10/23/2017 7:00,10028.94851,1226.066281,2296.437101,684.713664,10573.13458,2824.394472,5325.773976,1067.926727,34027.39531
10/23/2017 8:00,10122.64221,1229.454162,2275.163346,683.598234,10587.85151,2792.591341,5306.299312,1060.913312,34058.51342
10/23/2017 9:00,10398.96614,1251.400249,2276.380373,687.981709,10780.94542,2905.800268,5406.606414,1063.602601,34771.68318
10/23/2017 10:00,10710.02682,1275.218592,2294.198946,697.359152,11029.00689,3085.850485,5528.223772,1075.331239,35695.2159
10/23/2017 11:00,11001.95788,1224.889586,2338.69104,707.083124,11292.51875,3288.177472,5661.178569,1088.769906,36603.26633
10/23/2017 12:00,11265.1561,1241.492734,2367.232947,716.169225,11543.01575,3515.980622,5798.609289,1105.001383,37552.65804
10/23/2017 13:00,11583.63727,1310.186086,2398.859867,730.298758,11855.41786,3733.232681,5993.802749,1145.931151,38751.36642
10/23/2017 14:00,11966.07815,1362.240954,2444.6697,748.509511,12153.08062,3930.702982,6248.723912,1185.259007,40039.26484
10/23/2017 15:00,12338.40729,1372.882409,2499.427785,760.72731,12583.30723,4083.094597,6549.521199,1218.38237,41405.75019
10/23/2017 16:00,12578.46058,1417.759398,2522.269184,767.79423,12949.89057,4181.898141,6837.386435,1246.497881,42501.95642
10/23/2017 17:00,12503.35218,1361.160241,2521.250894,766.679093,13021.22493,4100.522797,7000.403607,1249.634832,42524.22858
10/23/2017 18:00,12012.75252,1353.631028,2476.369402,756.980991,12845.03184,3886.145181,6921.992173,1226.569269,41479.4724
10/23/2017 19:00,12032.44537,1352.485673,2470.2499,769.791307,13016.05036,3846.020948,6890.976982,1225.347812,41603.36836
10/23/2017 20:00,11663.19414,1336.978568,2450.331181,750.308513,12655.47649,3721.679276,6658.439317,1196.185333,40432.59282
10/23/2017 21:00,11088.89401,1263.176531,2408.294498,715.197852,11858.85195,3500.74857,6208.998481,1142.35748,38186.51937
10/23/2017 22:00,10308.26452,1167.966386,2319.316097,669.079964,10764.02019,3205.047151,5611.958587,1066.351841,35112.00474
10/23/2017 23:00,9524.169382,1034.89503,2238.864192,623.221519,9666.153189,2888.949229,4993.268216,995.479533,31965.00029
10/24/2017 0:00,8971.986078,952.908282,2214.488977,603.673419,8928.028809,2654.793618,4552.903221,952.140663,29830.92307
10/24/2017 1:00,8664.748735,928.230717,2184.992465,582.601203,8423.294626,2509.72646,4296.78024,926.512063,28516.88651
10/24/2017 2:00,8483.917437,903.26705,2166.871314,571.503045,8133.516773,2420.117195,4150.2914,914.829532,27744.31375
10/24/2017 3:00,8452.441343,877.138862,2164.417794,568.202404,8002.404343,2371.108934,4089.97257,911.176044,27436.86229
10/24/2017 4:00,8565.857112,929.188246,2146.319767,573.021577,8150.511513,2352.757736,4180.95762,911.301064,27809.91463
10/24/2017 5:00,9114.687902,959.88618,2184.184048,597.857173,8781.907477,2455.752428,4503.912496,946.504217,29544.69192
10/24/2017 6:00,9870.833739,1125.293277,2237.734066,658.489097,10008.42634,2726.379425,5057.952922,1026.91491,32712.02378
10/24/2017 7:00,10121.68923,1171.260045,2294.105381,690.070915,10558.33915,2801.118542,5302.061645,1048.926915,33987.57182
10/24/2017 8:00,10151.86877,1202.789781,2268.648549,688.881591,10533.33925,2746.077177,5237.136282,1032.611334,33861.35274
10/24/2017 9:00,10477.13605,1209.559294,2278.989878,697.904888,10813.87154,2875.629235,5342.380222,1036.028907,34731.50002
10/24/2017 10:00,10781.22205,1246.480203,2289.445472,708.353658,11054.12812,3012.448294,5454.979956,1063.877624,35610.93538
10/24/2017 11:00,10972.89315,1272.827421,2302.239493,712.081317,11213.54274,3130.155632,5541.263428,1066.090554,36211.09374
10/24/2017 12:00,11153.80806,1261.380607,2319.878529,710.107131,11329.85484,3243.223451,5647.784958,1041.299525,36707.3371
10/24/2017 13:00,11364.68444,1268.533613,2335.767127,714.112403,11417.67349,3343.068675,5764.18996,1042.104925,37250.13463
10/24/2017 14:00,11423.38596,1308.079716,2342.577768,704.447523,11440.4914,3444.689597,5852.941134,1045.073324,37561.68642
10/24/2017 15:00,11591.57501,1278.500181,2359.131767,699.464767,11434.81543,3502.281803,5975.610181,1060.903128,37902.28226
10/24/2017 16:00,11614.27911,1314.895251,2373.910285,699.662732,11442.42496,3533.698209,6115.665642,1071.344394,38165.88059
10/24/2017 17:00,11409.05389,1273.452739,2365.152454,696.20264,11407.297,3449.964344,6172.521453,1074.055421,37847.69994
10/24/2017 18:00,11083.68572,1303.72667,2339.144466,704.118835,11377.02716,3294.160369,6112.58473,1070.80234,37285.25029
10/24/2017 19:00,11242.04314,1328.016309,2373.787314,735.921567,11770.06273,3331.006299,6238.240507,1091.352659,38110.43052
10/24/2017 20:00,10965.34623,1291.526452,2383.072529,731.375809,11563.11881,3258.158837,6091.367843,1080.123822,37364.09033
10/24/2017 21:00,10516.86199,1218.00031,2359.491763,703.645532,10949.24857,3090.222552,5714.823848,1049.01255,35601.30711
10/24/2017 22:00,9845.801659,1158.775149,2291.264088,660.530852,10050.51296,2825.615224,5194.227286,994.515223,33021.24244
10/24/2017 23:00,9148.346446,1064.140914,2237.781218,622.140115,9105.402154,2545.889647,4658.490566,947.952638,30330.1437
10/25/2017 0:00,8558.283231,1023.356157,2171.847906,600.147744,8605.5932,2308.855107,4284.282161,927.542491,28479.908
10/25/2017 1:00,8307.721763,954.591119,2161.755734,588.269028,8286.813435,2203.038357,4113.431277,918.272353,27533.89307
10/25/2017 2:00,8154.308551,917.272795,2158.022566,584.225283,8144.349639,2139.18325,4010.775619,915.200538,27023.33824
10/25/2017 3:00,8136.646552,915.12039,2152.802764,586.228024,8129.912024,2111.79115,3993.128012,908.402671,26934.03159
10/25/2017 4:00,8309.182025,942.607179,2157.356854,597.767899,8349.760934,2121.803702,4086.249263,906.005266,27470.73312
10/25/2017 5:00,8859.133589,1020.451813,2195.692774,633.579924,9136.090211,2227.600983,4468.763166,945.521148,29486.83361
10/25/2017 6:00,9741.136107,1169.456848,2281.293986,697.942985,10538.96434,2531.665386,5151.950964,1046.055498,33158.46611
10/25/2017 7:00,10082.32732,1221.602347,2316.061756,733.298517,11156.06668,2615.072749,5450.460216,1089.369744,34664.25934
10/25/2017 8:00,10089.13223,1213.394068,2289.592368,728.970921,11081.10408,2557.100009,5402.998292,1059.817799,34422.10977
10/25/2017 9:00,10251.65166,1199.349568,2283.893824,728.721595,11125.15141,2620.402264,5405.966123,1044.485081,34659.62152
10/25/2017 10:00,10411.10661,1190.218703,2284.022072,732.583325,11190.07435,2721.211889,5451.638512,1036.383409,35017.23887
10/25/2017 11:00,10540.24474,1187.284392,2284.746807,728.869986,11272.9189,2807.318264,5489.548592,1033.342475,35344.27415
10/25/2017 12:00,10604.96999,1181.990947,2275.905723,724.360687,11359.4301,2901.147559,5561.892395,1047.43023,35657.12763
10/25/2017 13:00,10783.38563,1198.55917,2299.801708,737.277363,11493.51132,3044.409143,5685.35223,1060.641542,36302.9381
10/25/2017 14:00,10941.08628,1211.107889,2329.763578,742.959852,11605.67732,3192.611895,5828.463648,1067.954724,36919.62519
10/25/2017 15:00,11116.53508,1226.000485,2365.257233,745.673678,11757.41352,3313.296362,6001.937729,1081.957559,37608.07165
10/25/2017 16:00,11274.94893,1240.111539,2380.379501,755.844394,12024.88241,3408.777774,6207.228361,1084.740012,38376.91292
10/25/2017 17:00,11199.70555,1241.006818,2377.399787,752.917358,12117.95837,3393.713343,6296.671032,1084.924443,38464.2967
10/25/2017 18:00,10995.8931,1246.660398,2368.829206,749.157354,12043.39877,3268.69303,6277.863339,1077.998155,38028.49335
10/25/2017 19:00,11164.66843,1274.896334,2396.778154,765.067916,12261.01145,3280.658864,6374.831255,1092.639791,38610.55219
10/25/2017 20:00,10957.47257,1257.799282,2392.500799,756.216416,12023.74977,3218.915256,6194.251239,1084.213339,37885.11867
10/25/2017 21:00,10519.71739,1195.823533,2345.909706,719.843324,11386.67566,3054.682958,5824.345037,1040.97406,36087.97166
10/25/2017 22:00,9848.152881,1102.601439,2283.320061,676.165918,10418.83074,2821.634634,5290.711047,976.430307,33417.84703
10/25/2017 23:00,9270.624543,1010.527334,2246.771417,632.399819,9451.732156,2580.567711,4766.488631,911.089542,30870.20115
10/26/2017 0:00,8863.543564,943.172875,2230.220537,603.018929,8669.818165,2407.357912,4416.450158,886.259982,29019.84212
10/26/2017 1:00,8572.391904,910.842239,2200.215521,588.622744,8275.703216,2280.458322,4176.691497,856.007495,27860.93294
10/26/2017 2:00,8453.368241,904.415467,2194.159251,576.498457,8016.861746,2216.781766,4053.698384,845.067738,27260.85105
10/26/2017 3:00,8427.690401,897.23652,2186.694073,575.333019,7925.052582,2183.795622,4027.203045,839.311538,27062.3168
10/26/2017 4:00,8611.95615,915.959816,2193.322622,586.316686,8125.713143,2205.044161,4092.372326,849.626072,27580.31098
10/26/2017 5:00,9217.217085,995.772698,2214.328803,615.794328,8828.755173,2315.678193,4457.575726,896.733505,29541.85551
10/26/2017 6:00,10071.94676,1133.425784,2287.124978,680.085523,10130.55589,2627.414431,5102.427236,983.219565,33016.20016
10/26/2017 7:00,10347.3193,1187.044979,2346.033201,709.194724,10730.69212,2707.180996,5417.775862,1018.027524,34463.26871
10/26/2017 8:00,10400.01369,1176.844468,2328.83237,708.071263,10701.15791,2655.528601,5314.315342,991.591563,34276.35521
10/26/2017 9:00,10610.49135,1200.182461,2328.248936,715.232451,10878.10259,2725.289516,5416.609222,986.856579,34861.01311
10/26/2017 10:00,10913.50836,1219.29134,2338.927638,720.524993,11137.07532,2842.080867,5497.41441,987.547441,35656.37037
10/26/2017 11:00,11179.23389,1236.469624,2361.200732,730.840737,11405.08703,2970.58166,5576.019093,995.048716,36454.48148
10/26/2017 12:00,11443.32637,1254.80107,2380.433745,741.190224,11696.79099,3095.978368,5701.590765,1006.748675,37320.8602
10/26/2017 13:00,11796.86129,1283.352562,2418.483915,758.523859,12064.84348,3278.305912,5865.010517,1049.242869,38514.6244
10/26/2017 14:00,12151.5177,1308.620142,2466.240293,778.860268,12423.58544,3468.071332,6078.637671,1091.245228,39766.77808
10/26/2017 15:00,12483.08307,1318.078731,2506.878175,795.945048,12751.83792,3621.675628,6302.199986,1141.631281,40921.32984
10/26/2017 16:00,12687.17941,1337.004667,2537.496137,811.895128,13050.65132,3749.269055,6522.455933,1173.122474,41869.07412
10/26/2017 17:00,12491.9044,1323.935101,2522.457942,802.113776,13006.06932,3703.405844,6609.469155,1180.263756,41639.61929
10/26/2017 18:00,12065.68829,1318.005337,2480.780107,791.152477,12832.14147,3556.900526,6538.454704,1164.055602,40747.17852
10/26/2017 19:00,12155.11728,1347.787891,2487.95704,801.198456,13035.01387,3595.472247,6641.784198,1171.571237,41235.90222
10/26/2017 20:00,11940.28115,1322.424513,2476.620508,781.843687,12723.74054,3552.690927,6498.52162,1157.394646,40453.51759
10/26/2017 21:00,11496.04452,1264.078453,2429.799916,746.243536,12074.00086,3422.704283,6153.058395,1112.416107,38698.34607
10/26/2017 22:00,10749.09797,1168.818412,2362.857196,696.218549,11081.72005,3181.255203,5608.885327,1034.872698,35883.72541
10/26/2017 23:00,9989.069503,1086.028412,2305.830183,647.023906,9964.441958,2908.663691,5022.989275,969.397811,32893.44474
10/27/2017 0:00,9416.092068,1002.229741,2261.423367,624.5895,9224.485035,2686.598493,4629.342669,908.318062,30753.07894
10/27/2017 1:00,9104.66862,991.224827,2231.035962,608.851473,8700.177986,2548.920745,4404.940713,878.667159,29468.48748
10/27/2017 2:00,8927.256971,949.023014,2223.725671,596.09539,8381.917852,2462.558657,4261.250338,861.856675,28663.68457
10/27/2017 3:00,8837.562702,958.170449,2214.71455,597.211122,8229.709189,2400.333404,4190.432311,858.293488,28286.42722
10/27/2017 4:00,8975.169353,978.003041,2227.130222,599.971239,8323.109077,2404.423798,4223.848271,867.039331,28598.69433
10/27/2017 5:00,9479.369761,1022.266264,2249.388631,630.427618,8950.797959,2504.628912,4528.877112,902.142582,30267.89884
10/27/2017 6:00,10277.03475,1147.553905,2337.358652,697.549113,10195.57407,2795.99727,5112.34889,991.989059,33555.40572
10/27/2017 7:00,10633.27278,1235.997753,2398.775873,736.936729,10857.27787,2882.448404,5384.473275,1031.947012,35161.12969
10/27/2017 8:00,10706.24605,1237.225714,2397.268627,745.686154,10885.78726,2847.761009,5331.719262,1035.469323,35187.1634
10/27/2017 9:00,10988.62602,1224.988997,2408.731469,764.843244,11153.04825,3013.12635,5399.665909,1041.419114,35994.44935
10/27/2017 10:00,11038.89637,1279.131532,2403.437213,774.371019,11305.95516,3153.204694,5441.146938,1043.768572,36439.91149
10/27/2017 11:00,11004.8985,1278.773863,2392.507519,770.497245,11341.50275,3282.734614,5435.012616,1037.582717,36543.50982
10/27/2017 12:00,10948.62465,1268.55643,2359.066152,769.684534,11259.6121,3333.358042,5403.000176,1020.889901,36362.79198
10/27/2017 13:00,10899.72274,1259.89417,2348.186178,771.259071,11215.78466,3359.858586,5418.908889,1009.127485,36282.74178
10/27/2017 14:00,10846.15525,1250.637378,2340.903746,760.970294,11144.05549,3315.742693,5407.602061,993.011346,36059.07826
10/27/2017 15:00,10785.6521,1229.157878,2326.799858,752.587085,11126.88174,3212.089717,5374.201253,988.813007,35796.18264
10/27/2017 16:00,10618.13791,1235.148545,2317.058545,748.848899,11134.27003,3135.35276,5345.160636,991.434074,35525.4114
10/27/2017 17:00,10361.52396,1228.989894,2307.581772,743.369583,11201.79858,2987.221695,5360.535559,991.247897,35182.26894
10/27/2017 18:00,10186.45233,1269.522789,2304.6321,755.919132,11455.86503,2900.894628,5450.479074,1010.425181,35334.19027
10/27/2017 19:00,10350.67848,1299.708117,2362.240352,790.679636,11898.61952,2974.106446,5703.572179,1060.63793,36440.24266
10/27/2017 20:00,10191.99185,1291.673737,2379.572252,789.277685,11802.07013,2934.890631,5655.280228,1067.947699,36112.70421
10/27/2017 21:00,9949.519014,1275.287903,2360.726902,778.220237,11572.55449,2852.696001,5502.444942,1054.839296,35346.28879
10/27/2017 22:00,9571.808683,1236.738526,2332.903294,759.803395,11114.68454,2733.921135,5264.272146,1040.555005,34054.68672
10/27/2017 23:00,9172.36871,1196.957004,2295.84615,735.199613,10615.94222,2591.858279,4992.039173,1013.051417,32613.26256
10/28/2017 0:00,8771.530994,1148.064204,2272.818568,714.527298,10240.73806,2425.304066,4729.552742,986.109748,31288.64568
10/28/2017 1:00,8501.59874,1130.636391,2273.021364,709.633807,10013.35651,2325.343978,4564.133981,971.682845,30489.40761
10/28/2017 2:00,8360.180098,1100.774322,2267.582035,709.774271,9974.097883,2260.749625,4484.517393,966.274428,30123.95006
10/28/2017 3:00,8352.241848,1105.488849,2270.381904,714.919461,10040.5868,2236.730786,4476.518701,975.540948,30172.4093
10/28/2017 4:00,8382.22224,1124.29996,2272.867342,726.353953,10248.96521,2237.703486,4548.267532,982.919176,30523.5989
10/28/2017 5:00,8634.577036,1176.079028,2302.795073,750.154774,10668.76737,2294.711034,4693.527172,1011.265687,31531.87717
10/28/2017 6:00,9030.946475,1266.375097,2324.380839,793.095444,11377.11448,2411.20362,5079.558484,1061.423772,33344.09821
10/28/2017 7:00,9541.373978,1352.273681,2374.125077,832.457986,12192.22143,2551.158583,5495.167944,1115.871598,35454.65028
10/28/2017 8:00,9953.614039,1376.036645,2394.757368,859.983,12727.00007,2665.81417,5813.977254,1146.964155,36938.1467
10/28/2017 9:00,10251.57789,1404.461655,2404.470819,851.548426,12766.89649,2767.664778,5873.625816,1154.305454,37474.55133
10/28/2017 10:00,10381.40532,1354.468042,2387.311981,828.585424,12474.88276,2804.37797,5796.854232,1126.22692,37154.11265
10/28/2017 11:00,10282.73249,1340.816627,2359.077339,786.922672,11991.26325,2788.312944,5643.012679,1086.624241,36278.76224
10/28/2017 12:00,10093.33184,1269.030822,2313.555115,750.83329,11423.62784,2742.327144,5399.769599,1046.591786,35039.06744
10/28/2017 13:00,9903.263464,1213.638394,2255.38895,724.580913,10926.08583,2693.003387,5176.552731,1010.561756,33903.07542
10/28/2017 14:00,9748.090956,1178.540024,2241.086827,705.075519,10509.71694,2662.723059,5043.371622,988.587013,33077.19196
10/28/2017 15:00,9694.713874,1158.367275,2252.271072,687.06838,10280.57277,2647.045023,4999.304376,985.363604,32704.70638
10/28/2017 16:00,9670.360028,1171.29288,2258.774163,683.453883,10195.24507,2653.047913,5041.708757,987.477696,32661.36039
10/28/2017 17:00,9657.377857,1166.948211,2258.091943,691.03937,10234.66982,2643.356303,5089.898645,1000.079343,32741.46149
10/28/2017 18:00,9807.318642,1235.217676,2268.439867,704.503101,10548.68851,2643.259507,5218.485598,1021.291646,33447.20455
10/28/2017 19:00,10242.01103,1287.930234,2326.247971,743.340936,11161.5357,2804.122261,5530.658758,1067.360476,35163.20737
10/28/2017 20:00,10352.51977,1277.429505,2340.388792,749.55035,11181.80308,2801.996295,5542.637914,1075.151973,35321.47768
10/28/2017 21:00,10191.83353,1262.829346,2327.329112,739.26614,11087.29556,2761.574093,5465.026045,1061.044897,34896.19873
10/28/2017 22:00,9966.570095,1215.842414,2316.221779,727.278255,10847.63721,2704.107276,5291.001679,1026.264705,34094.92341
10/28/2017 23:00,9725.400398,1182.524164,2302.242381,708.258403,10474.65503,2618.408758,5105.843027,1000.728686,33118.06084
10/29/2017 0:00,9313.17605,1193.159408,2282.908037,684.607954,10207.78222,2521.677727,4930.254772,986.267608,32119.83378
10/29/2017 1:00,9159.541583,1201.243458,2279.491708,676.068229,10004.04787,2452.209081,4816.781012,985.560304,31574.94325
10/29/2017 2:00,9110.836152,1196.963114,2280.221055,680.313745,9923.387611,2421.36313,4802.964655,987.603897,31403.65336
10/29/2017 3:00,9099.537477,1218.150357,2278.442244,678.800748,9977.576473,2413.424051,4820.16172,993.233975,31479.32705
10/29/2017 4:00,9155.595548,1243.93139,2282.408909,683.479093,10089.1122,2432.616016,4886.829417,1009.333198,31783.30578
10/29/2017 5:00,9322.847245,1284.319846,2297.612551,697.349063,10339.53716,2473.591729,5060.273568,1036.809451,32512.34061
10/29/2017 6:00,9591.053136,1346.929024,2319.201316,717.096408,10774.26995,2503.657249,5332.191208,1080.700317,33665.09861
10/29/2017 7:00,9866.315001,1399.508724,2367.700089,746.389648,11302.86913,2618.55059,5660.997569,1132.82049,35095.15124
10/29/2017 8:00,10114.74969,1462.080742,2375.481093,762.413366,11694.07587,2713.407796,5905.354045,1154.024468,36181.58707
10/29/2017 9:00,10242.37531,1409.966565,2364.816286,750.799163,11658.47044,2771.523176,5873.801329,1126.972882,36198.72516
10/29/2017 10:00,10141.52912,1327.188437,2331.07381,724.867488,11308.23075,2724.057086,5647.638453,1077.672824,35282.25797
10/29/2017 11:00,9907.608031,1241.812496,2307.1985,700.079981,10926.8143,2649.18923,5410.782767,1037.039039,34180.52435
10/29/2017 12:00,9775.440101,1187.573382,2295.955493,681.625464,10604.64493,2600.212185,5231.430383,1002.532857,33379.4148
10/29/2017 13:00,9627.605564,1166.12255,2275.633955,668.947904,10372.856,2582.944765,5086.644633,976.900856,32757.65622
10/29/2017 14:00,9558.690377,1093.495334,2278.989013,662.209246,10285.49011,2590.859041,5041.660775,971.084931,32482.47882
10/29/2017 15:00,9574.675302,1052.944518,2289.35014,663.185144,10294.00331,2632.915948,5058.465711,973.131296,32538.67137
10/29/2017 16:00,9635.890778,1129.60631,2293.837227,668.298229,10379.48914,2680.529668,5139.174137,982.151662,32908.97715
10/29/2017 17:00,9694.517409,1145.050986,2300.801421,678.514014,10504.35975,2695.095836,5240.491225,992.873293,33251.70394
10/29/2017 18:00,9859.55539,1188.548193,2292.643322,682.954823,10670.8023,2691.883547,5387.329844,999.589189,33773.30661
10/29/2017 19:00,10323.43361,1260.932333,2341.311143,714.84711,11254.73344,2868.519342,5724.550056,1045.248096,35533.57513
10/29/2017 20:00,10197.19401,1242.809877,2353.831538,702.557261,11069.45503,2871.947356,5637.378521,1040.876686,35116.05028
10/29/2017 21:00,9911.338887,1211.887079,2329.154282,677.947873,10589.55456,2795.709768,5423.82344,1011.970329,33951.38622
10/29/2017 22:00,9473.288028,1138.575347,2286.933456,640.280887,9825.234248,2639.830805,5011.846845,975.964357,31991.95397
10/29/2017 23:00,9022.007685,1071.023863,2248.924232,603.933173,8986.23634,2440.173849,4605.193353,1012.855896,29990.34839
10/30/2017 0:00,8806.019442,1029.442143,2230.094855,590.906905,8458.706046,2292.309373,4338.054209,872.383349,28617.91632
10/30/2017 1:00,8589.94317,1021.209545,2216.643297,580.831691,8127.243156,2191.094823,4192.878576,857.369715,27777.21397
10/30/2017 2:00,8486.297613,1005.829601,2203.441377,578.898555,7993.938027,2138.906036,4134.329475,859.244389,27400.88507
10/30/2017 3:00,8574.882451,1018.492276,2212.174434,580.972235,8048.270063,2128.591538,4170.401617,871.518363,27605.30298
10/30/2017 4:00,8867.745752,1052.319131,2215.68582,596.747711,8369.832743,2177.176631,4345.621733,892.527801,28517.65732
10/30/2017 5:00,9475.520602,1141.967137,2250.573447,629.955435,9192.935129,2339.977128,4826.544556,952.363487,30809.83692
10/30/2017 6:00,10341.26439,1306.866571,2336.036898,702.98483,10597.44047,2702.324731,5600.050404,1059.569968,34646.53826
10/30/2017 7:00,10692.81477,1312.400077,2407.227749,737.095153,11350.24262,2819.127619,5940.258736,1115.089694,36374.25642
10/30/2017 8:00,10689.02504,1303.986867,2382.346904,737.040848,11291.28259,2733.9715,5842.83969,1109.907921,36090.40136
10/30/2017 9:00,10728.71934,1319.284345,2369.158585,736.414174,11293.71351,2740.802822,5709.623893,1090.94541,35988.66209
10/30/2017 10:00,10821.26982,1295.320027,2373.808904,735.747472,11314.18457,2760.36679,5591.182733,1068.065263,35959.94558
10/30/2017 11:00,10880.01597,1267.842662,2369.203381,728.224986,11360.46187,2808.53718,5512.272979,1035.279797,35961.83882
10/30/2017 12:00,10909.70802,1278.969472,2355.315092,723.483359,11393.97024,2878.031139,5458.875903,1016.61823,36014.97145
10/30/2017 13:00,11086.25154,1273.16399,2353.103536,719.398885,11531.13848,2977.853972,5474.148261,1023.223505,36438.28218
10/30/2017 14:00,11211.50094,1277.617474,2353.335293,719.87084,11626.13635,3102.703096,5540.88236,1022.223467,36854.26982
10/30/2017 15:00,11299.8702,1287.374351,2339.844422,715.344143,11695.24723,3218.828276,5647.95434,1023.426971,37227.88994
10/30/2017 16:00,11333.60341,1305.543334,2346.897478,711.071938,11799.38879,3315.618005,5778.769069,1031.275753,37622.16777
10/30/2017 17:00,11225.51368,1274.552242,2337.138983,706.039233,11756.41168,3312.237673,5878.774618,1026.83639,37517.5045
10/30/2017 18:00,11168.16722,1302.186568,2329.110884,718.267922,11767.37888,3252.422967,5945.908127,1025.964524,37509.40709
10/30/2017 19:00,11450.47604,1352.789261,2382.489528,746.724352,12069.47188,3377.952371,6154.874618,1061.000018,38595.77807
10/30/2017 20:00,11259.534,1313.34767,2404.209786,741.905439,11776.63297,3350.749346,6027.295252,1057.68028,37931.35474
10/30/2017 21:00,10834.94267,1219.916045,2389.299984,719.543837,11151.14538,3214.639168,5712.208946,1025.435229,36267.13126
10/30/2017 22:00,10181.30023,1153.073157,2337.495537,679.061772,10205.35952,2989.511341,5174.788247,965.970989,33686.56079
10/30/2017 23:00,9488.435076,1053.876525,2281.009691,642.407325,9266.801897,2694.737707,4708.078761,909.908884,31045.25587
10/31/2017 0:00,9029.727646,954.261254,2273.791974,630.768741,8565.75439,2468.297786,4341.735981,881.825262,29146.16303
10/31/2017 1:00,8745.233077,967.503421,2252.999053,620.801751,8240.941113,2304.154387,4160.790686,869.793581,28162.21707
10/31/2017 2:00,8580.151172,949.574584,2254.551474,617.346046,8102.660787,2201.972511,4053.74322,863.212297,27623.21209
10/31/2017 3:00,8556.848859,965.044335,2262.32671,623.874232,8152.706839,2154.166278,4032.400198,870.924342,27618.29179
10/31/2017 4:00,8731.074743,965.970236,2278.740879,638.746744,8450.827395,2163.341559,4133.896057,886.626431,28249.22404
10/31/2017 5:00,9307.959008,1044.746853,2325.286878,677.984921,9302.983484,2296.109656,4509.259085,937.96278,30402.29267
10/31/2017 6:00,10194.17316,1182.7062,2400.524276,752.449012,10778.68356,2618.592429,5149.987825,1045.148886,34122.26534
10/31/2017 7:00,10583.44268,1274.358569,2477.301319,787.267941,11551.33626,2719.020357,5485.669371,1092.934327,35971.33083
10/31/2017 8:00,10642.81344,1268.869327,2476.595681,785.908947,11493.37945,2678.84866,5411.520638,1085.09195,35843.02809
10/31/2017 9:00,11042.69649,1277.390224,2480.898173,788.253217,11549.72074,2826.335099,5428.606954,1093.902963,36487.80386
10/31/2017 10:00,11351.92428,1253.03578,2472.784741,791.173329,11633.39418,2986.400247,5522.29672,1111.220026,37122.22929
10/31/2017 11:00,11661.97467,1313.40971,2469.673976,790.621425,11573.90154,3158.442615,5584.336404,1116.6984,37669.05874
10/31/2017 12:00,11891.69942,1272.687643,2442.245455,787.463286,11533.67934,3275.747645,5590.017621,1108.288638,37901.82905
10/31/2017 13:00,12156.83988,1300.370374,2440.675331,782.706888,11552.02026,3380.941417,5584.797843,1115.318706,38313.6707
10/31/2017 14:00,12115.0303,1299.547456,2424.92587,776.439239,11583.2884,3423.891833,5534.662615,1102.909586,38260.69529
