,Hour_End,Time,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
0,1/1/2016 1:00,2016-01-01 01:00:00,9001.477932,1148.358788,2107.895986,788.5439187000001,11409.33904,2829.993195,5479.057816,1088.091916,33852.75859
1,1/1/2016 2:00,2016-01-01 02:00:00,8864.555456,1134.909662,2100.7024699999997,782.3551075,11235.17494,2830.0751960000002,5405.9557780000005,1080.369336,33434.09794
2,1/1/2016 3:00,2016-01-01 03:00:00,8745.758728,1126.864026,2099.966167,781.2370036,11151.96522,2789.4706539999997,5334.159606,1069.644619,33099.06602
3,1/1/2016 4:00,2016-01-01 04:00:00,8689.879755,1129.4176630000002,2104.947864,785.2643636,11209.701070000001,2757.999808,5302.938201,1073.658885,33053.80761
4,1/1/2016 5:00,2016-01-01 05:00:00,8733.703094,1141.7696019999998,2117.072608,790.248115,11428.71696,2769.678996,5364.298843,1096.4108449999999,33441.89907
5,1/1/2016 6:00,2016-01-01 06:00:00,8920.229390999999,1182.9910220000002,2128.871251,805.198729,11833.21284,2820.740363,5577.2429600000005,1131.919292,34400.40585
6,1/1/2016 7:00,2016-01-01 07:00:00,9104.400775,1221.502146,2130.146522,827.8275388,12257.015379999999,2886.142025,5795.663671,1173.048883,35395.74694
7,1/1/2016 8:00,2016-01-01 08:00:00,9178.304708,1250.8696029999999,2151.098178,853.2700727,12599.726490000001,2915.773029,5937.46327,1207.806298,36094.31165
8,1/1/2016 9:00,2016-01-01 09:00:00,9335.493911,1285.636461,2147.734187,871.2367632000002,12923.80484,2986.186811,6077.226662,1230.409823,36857.72946
9,1/1/2016 10:00,2016-01-01 10:00:00,9680.865161,1323.2812789999998,2173.372268,880.6697602,13269.18163,3123.548757,6353.441947,1252.474908,38056.83571
10,1/1/2016 11:00,2016-01-01 11:00:00,10002.14116,1343.045202,2188.1073579999997,870.7911337999999,13272.90635,3247.57977,6577.393695000001,1259.083382,38761.04806
11,1/1/2016 12:00,2016-01-01 12:00:00,10122.30928,1335.93813,2204.532096,849.0681661,13189.61752,3352.406983,6590.333717,1236.0681710000001,38880.27405
12,1/1/2016 13:00,2016-01-01 13:00:00,10190.75241,1297.1034869999999,2203.600882,822.4215115000001,12947.44649,3412.096898,6521.626277,1218.102828,38613.15078
13,1/1/2016 14:00,2016-01-01 14:00:00,10090.087590000001,1259.3577089999999,2186.066621,815.5306726,12667.28564,3428.009329,6449.020616,1208.696941,38104.05512
14,1/1/2016 15:00,2016-01-01 15:00:00,9978.951756999999,1235.5523,2166.090999,809.1890161,12428.93693,3433.313355,6379.348034000001,1184.922003,37616.30439
15,1/1/2016 16:00,2016-01-01 16:00:00,9995.437138,1232.859135,2160.876491,786.9960183999999,12262.82524,3451.207173,6413.135107,1177.44355,37480.77985
16,1/1/2016 17:00,2016-01-01 17:00:00,10094.17239,1250.237116,2163.425557,785.0028070000001,12378.67821,3517.5627560000003,6551.220789999999,1183.25719,37923.55681
17,1/1/2016 18:00,2016-01-01 18:00:00,10597.369059999999,1340.2077359999998,2192.49751,832.7768518999999,13146.008259999999,3659.564831,6874.651486,1231.413467,39874.4892
18,1/1/2016 19:00,2016-01-01 19:00:00,10809.2774,1392.444184,2246.2046,873.8533495999999,13672.88921,3815.9070479999996,7078.585106999999,1281.962764,41171.12367
19,1/1/2016 20:00,2016-01-01 20:00:00,10686.841040000001,1388.524488,2245.804536,876.0679384,13584.40543,3822.202,7013.731887999999,1284.417757,40901.99508
20,1/1/2016 21:00,2016-01-01 21:00:00,10575.21576,1382.00059,2236.219247,871.4185716,13454.567630000001,3813.095092,6919.989925,1272.56978,40525.07659
21,1/1/2016 22:00,2016-01-01 22:00:00,10387.340470000001,1355.153199,2204.952017,860.2190711000001,13198.75651,3746.740391,6758.558178,1263.115736,39774.835569999996
22,1/1/2016 23:00,2016-01-01 23:00:00,10110.45651,1310.197647,2166.6790140000003,839.035684,12780.82756,3655.2277299999996,6481.728479,1220.331651,38564.484280000004
23,1/2/2016 0:00,2016-01-02 00:00:00,9714.6637,1252.295,2126.6529,814.40409,12248.0728,3508.5358,6159.90999,1180.6934199999998,37005.2277
24,1/2/2016 1:00,2016-01-02 01:00:00,9389.996597,1228.109992,2153.8708850000003,783.1202297,11700.07123,3355.613185,5879.102965,1149.687712,35639.5728
25,1/2/2016 2:00,2016-01-02 02:00:00,9159.55779,1209.6869960000001,2133.0448420000002,774.9293851,11399.384090000001,3266.4540620000002,5674.944657,1133.637699,34751.63952
26,1/2/2016 3:00,2016-01-02 03:00:00,9029.285197,1199.5751619999999,2122.475472,771.6656522999999,11193.15923,3188.694394,5559.242915999999,1126.7982140000001,34190.896239999995
27,1/2/2016 4:00,2016-01-02 04:00:00,8926.233158,1191.547501,2114.9114640000003,769.0410566,11100.45183,3161.512173,5514.876642,1128.642135,33907.21596
28,1/2/2016 5:00,2016-01-02 05:00:00,9000.162257,1201.689973,2121.812995,775.2017678999999,11191.66028,3179.928441,5569.077875,1140.571318,34180.1049
29,1/2/2016 6:00,2016-01-02 06:00:00,9186.95775,1244.921748,2131.02742,790.9124757000001,11500.34627,3264.364321,5729.823437,1168.713982,35017.06741
30,1/2/2016 7:00,2016-01-02 07:00:00,9453.046361,1290.6948710000001,2137.8655710000003,811.6930821000001,11959.85478,3390.768679,6000.946914,1199.256919,36244.12718
31,1/2/2016 8:00,2016-01-02 08:00:00,9741.219443,1328.223318,2168.929007,839.6523222999999,12438.11596,3496.27934,6297.850531,1246.9528109999999,37557.22273
32,1/2/2016 9:00,2016-01-02 09:00:00,10013.36306,1360.0272439999999,2176.2856079999997,860.2788772,12863.1293,3641.916943,6530.963571,1292.592691,38738.5573
